Gene,WT_a,WT_b,null_a,null_b,R61K_a,R61K_b,R61H_a,R61H_b,F71Y_a,F71Y_b,Start,End,Strand,Reference,Locus,Product,Note
yosG,17,49,22,26,23,77,38,74,35,74,2167570,2167932,-,chr,BSU20130,cell wall hydrolase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yosF,3,24,8,10,6,52,9,32,19,33,2167975,2168100,-,chr,BSU20140,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yosE,15,27,20,20,36,82,21,44,38,57,2168114,2168461,-,chr,BSU20150,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yosD,11,24,9,24,17,41,17,24,18,35,2168476,2168871,-,chr,BSU20160,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yosC,22,37,11,33,25,76,27,40,38,84,2168910,2169452,-,chr,BSU20170,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yosB,10,20,7,19,18,57,19,41,30,69,2169497,2169676,-,chr,BSU20180,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yosA,23,18,19,14,31,33,17,20,33,17,2169807,2169926,+,chr,BSU20190,hypothetical protein,Evidence 5: No homology to any previously reported sequences; Product type h: extrachromosomal origin
yorZ,13,20,12,21,19,43,29,41,29,58,2170030,2170242,-,chr,BSU20200,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorY,1,2,0,0,1,5,1,1,0,0,2170309,2170491,-,chr,BSU20210,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorX,3,6,7,3,5,21,7,12,6,19,2170504,2170731,-,chr,BSU20220,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorW,4,11,5,3,7,15,7,18,9,9,2170771,2171136,-,chr,BSU20230,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorV,1,5,1,6,2,1,2,4,3,9,2171139,2171357,-,chr,BSU20240,nucleic acid binding protein; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
mtbP,27,29,29,45,40,68,44,67,38,80,2171401,2172732,-,chr,BSU20250,SP-beta prophage DNA (cytosine-5-)-methyltransferase,Evidence 2b: Function of strongly homologous gene; Product type h: extrachromosomal origin
yorT,0,1,3,5,2,12,2,1,6,9,2172781,2172900,-,chr,BSU20260,hypothetical protein,Evidence 6: Doubtful CDS
yorS,11,25,10,15,11,96,8,19,18,28,2172932,2173450,-,chr,BSU20270,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yorR,8,28,10,19,15,34,20,24,14,28,2173459,2173956,-,chr,BSU20280,nucleotide kinase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yorQ,2,7,2,10,7,11,2,17,9,9,2173956,2174111,-,chr,BSU20290,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorP,7,13,2,11,7,17,13,10,15,17,2174104,2174319,-,chr,BSU20300,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorO,8,20,8,8,12,22,10,17,11,30,2174352,2174549,-,chr,BSU20310,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorN,13,10,3,18,17,43,10,18,7,39,2174585,2174734,-,chr,BSU20320,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorM,9,32,20,25,20,33,35,41,26,56,2174852,2175568,-,chr,BSU20330,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yorL,263,521,262,392,372,972,400,619,411,780,2175596,2179513,-,chr,BSU20340,DNA polymerase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yorK,100,237,103,164,148,414,144,265,205,367,2179526,2181256,-,chr,BSU20350,ssDNA-binding protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yorJ,38,50,31,51,32,76,48,54,41,74,2181256,2182392,-,chr,BSU20360,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yorI,126,266,95,145,124,434,138,245,130,435,2182408,2183922,-,chr,BSU20370,replicative DNA helicase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yorH,46,76,38,53,66,186,59,104,76,150,2183937,2184407,-,chr,BSU20380,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorG,102,201,123,131,151,370,216,233,179,317,2184450,2185421,-,chr,BSU20390,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorF,79,195,73,153,71,323,86,221,144,347,2185504,2186418,-,chr,BSU20400,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorE,16,11,17,26,8,30,21,40,16,31,2186440,2186811,-,chr,BSU20410,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorD,751,1425,572,1417,559,1574,526,1611,1378,1422,2186985,2187299,-,chr,BSU20420,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorC,67,130,46,175,42,197,63,159,127,189,2187376,2187756,-,chr,BSU20430,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yorB,102,233,141,301,123,304,136,395,256,333,2187819,2188115,-,chr,BSU20440,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yorA,104,218,103,150,126,262,132,186,147,332,2188204,2189964,-,chr,BSU20450,capsid component; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type ps:  structure"
yoqZ,192,144,255,114,215,154,226,165,113,219,2189961,2190785,-,chr,BSU20460,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yoqY,78,58,62,44,88,71,84,54,56,66,2190884,2191279,-,chr,BSU20470,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqX,8,16,24,11,27,25,19,19,10,18,2191334,2191555,-,chr,BSU20480,SPbeta phage protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
yoqW,196,329,321,283,304,376,334,321,266,292,2191626,2192300,+,chr,BSU20490,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
ligB,75,119,128,99,164,194,182,168,124,142,2192370,2193182,+,chr,BSU20500,ATP-dependent DNA ligase,catalyzes the ATP-dependent formation of a phosphodiester at the site of a single-strand break in duplex DNA
yoqU,30,18,30,22,40,50,40,38,32,65,2193248,2193661,-,chr,BSU20510,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yoqT,6,10,6,5,3,13,9,13,10,26,2193827,2193976,+,chr,BSU20520,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqS,11,52,13,33,23,93,41,58,32,55,2194053,2194400,-,chr,BSU20530,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqR,10,28,13,16,7,35,10,20,12,22,2194402,2194758,-,chr,BSU20540,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqP,16,21,19,15,13,55,17,21,15,37,2194718,2195059,-,chr,BSU20550,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqO,556,357,537,417,396,417,470,525,387,415,2195173,2195547,+,chr,BSU20560,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
yoqN,16,26,15,11,14,28,17,21,20,28,2195564,2195782,-,chr,BSU20570,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqM,47,52,52,43,40,37,55,39,31,62,2195986,2196264,+,chr,BSU20580,membrane bound protein; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm:  membrane component"
yoqL,50,89,35,66,32,97,47,96,61,159,2196389,2197081,-,chr,BSU20590,endonuclease; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yoqK,11,22,6,21,14,38,5,31,16,41,2197121,2197324,-,chr,BSU20600,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqJ,24,36,24,38,32,48,33,27,31,67,2197344,2197859,-,chr,BSU20610,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yoqI,19,78,18,25,24,85,20,64,30,111,2198070,2198264,-,chr,BSU20620,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yoqH,68,70,74,43,109,138,98,74,59,111,2198313,2198765,-,chr,BSU20630,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yoqG,15,75,36,67,25,144,41,96,56,108,2198848,2199105,-,chr,BSU20640,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqF,31,51,23,35,47,125,63,76,52,106,2199150,2199353,-,chr,BSU20650,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqE,13,50,19,28,20,123,31,59,37,64,2199362,2199526,-,chr,BSU20660,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqD,58,192,68,133,63,433,109,213,154,274,2199580,2200335,-,chr,BSU20670,DNA-binding protein anti-repressor; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 2661831; Product type pr :  regulator"
yoqC,32,41,20,27,16,56,25,62,31,90,2200376,2200783,-,chr,BSU20680,nucleotide-binding protein; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
yoqB,9,32,9,19,9,24,16,22,11,44,2200790,2201128,-,chr,BSU20690,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoqA,28,35,14,35,25,62,34,37,21,85,2201125,2201475,-,chr,BSU20700,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopZ,18,27,10,12,23,24,19,16,12,39,2201488,2201691,-,chr,BSU20710,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yopY,18,34,14,25,20,58,24,24,19,85,2201705,2201983,-,chr,BSU20720,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yopX,47,35,26,43,48,87,67,38,36,135,2201980,2202384,-,chr,BSU20730,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopW,46,71,34,55,53,162,75,86,65,140,2202381,2202716,-,chr,BSU20740,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopV,11,3,9,10,3,7,8,17,5,13,2202805,2202999,-,chr,BSU20750,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopU,34,55,37,54,25,91,48,65,72,80,2203111,2203308,-,chr,BSU20760,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopT,82,265,95,320,74,401,91,402,305,314,2203378,2203596,-,chr,BSU20770,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopS,224,217,245,234,161,229,162,265,269,222,2203779,2204003,+,chr,BSU20780,transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
yopR,582,1542,548,1507,415,1501,544,1763,1098,1319,2204192,2205169,-,chr,BSU20790,integrase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
yopQ,922,1994,784,1935,547,1989,711,2052,1330,1986,2205193,2206575,-,chr,BSU20800,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yopP,272,719,309,789,203,768,285,932,606,727,2206682,2207758,-,chr,BSU20810,phage integrase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 11208805; Product type pe :  enzyme"
yopO,59,222,68,256,65,244,84,271,188,232,2207748,2207960,-,chr,BSU20820,transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
yopN,79,265,124,369,60,320,88,393,274,309,2208008,2208325,-,chr,BSU20830,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopM,67,213,93,248,68,233,81,339,238,222,2208328,2208528,-,chr,BSU20840,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopL,220,716,311,989,154,1109,195,1255,900,873,2208855,2208980,-,chr,BSU20850,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopK,273,795,282,728,271,983,349,904,643,882,2208994,2210154,-,chr,BSU20860,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yopJ,142,196,93,237,104,177,107,228,173,171,2210331,2210747,-,chr,BSU20870,nucleotide binding protein; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
yopI,106,345,84,356,81,276,65,293,213,311,2210749,2211282,-,chr,BSU20880,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopH,77,235,65,258,71,246,36,191,134,191,2211309,2211845,-,chr,BSU20890,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yopG,23,85,19,55,17,60,18,80,50,90,2211884,2212015,-,chr,BSU20900,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopF,64,75,48,85,39,71,37,103,63,97,2212026,2212241,-,chr,BSU20910,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yopE,61,71,44,90,43,64,31,68,38,76,2212245,2212496,-,chr,BSU20920,hypothetical protein,Evidence 5: No homology to any previously reported sequences
yoyH,212,254,161,279,117,250,134,287,205,246,2212567,2212746,+,chr,BSU20928,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yoyI,189,305,161,333,197,270,161,350,275,318,2212848,2213078,+,chr,BSU20929,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
yopD,361,426,351,427,276,435,252,468,332,407,2213083,2213478,-,chr,BSU20930,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
yopC,646,1599,541,1694,497,1615,477,1499,1099,1503,2213536,2214864,-,chr,BSU20940,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
